event|alphaid|time|ticker|realtime_pos|realtime_long_pos|realtime_short_pos|realtime_avail_shot_vol
SplitCtxEv|TRADER_004Atem|930000000|000013.SSE|448467|448467|0|448467
SplitCtxEv|TRADER_004Atem|930000000|000014.SSE|362|362|0|362
SplitCtxEv|TRADER_004Atem|930000000|000015.SSE|10742|10742|0|10742
SplitCtxEv|TRADER_004Atem|930000000|000016.SSE|103733|103733|0|103733
SplitCtxEv|TRADER_004Atem|930000000|000017.SSE|22538|22538|0|22538
SplitCtxEv|TRADER_004Atem|930000000|000018.SSE|42706|42706|0|42706
SplitCtxEv|TRADER_004Atem|930000000|000019.SSE|4141|4141|0|4141
SplitCtxEv|TRADER_004Atem|930000000|000020.SSE|34445|34445|0|34445
SplitCtxEv|TRADER_004Atem|930000000|000021.SSE|3826|3826|0|3826
SplitCtxEv|TRADER_004Atem|930000000|000022.SSE|145118|145118|0|145118
SplitCtxEv|TRADER_004Atem|930000000|000023.SSE|389819|389819|0|389819
SplitCtxEv|TRADER_004Atem|930000000|000024.SSE|133273|133273|0|133273
SplitCtxEv|TRADER_004Atem|930000000|000025.SSE|34|34|0|34
SplitCtxEv|TRADER_004Atem|930000000|000026.SSE|9766|9766|0|9766
SplitCtxEv|TRADER_004Atem|930000000|000027.SSE|68380|68380|0|68380
SplitCtxEv|TRADER_004Atem|930000000|000028.SSE|8701|8701|0|8701
SplitCtxEv|TRADER_004Atem|930000000|000029.SSE|6016|6016|0|6016
SplitCtxEv|TRADER_004Atem|930000000|000030.SSE|146664|146664|0|146664
SplitCtxEv|TRADER_004Atem|930000000|000031.SSE|35509|35509|0|35509
SplitCtxEv|TRADER_004Atem|930000000|000032.SSE|9151|9151|0|9151
SplitCtxEv|TRADER_004Atem|930000000|000033.SSE|37449|37449|0|37449
SplitCtxEv|TRADER_004Atem|930000000|000034.SSE|308003|308003|0|308003
SplitCtxEv|TRADER_004Atem|930000000|000035.SSE|690933|690933|0|690933
SplitCtxEv|TRADER_004Atem|930000000|000036.SSE|26144|26144|0|26144
SplitCtxEv|TRADER_004Atem|930000000|000037.SSE|51139|51139|0|51139
