event|alphaid|time|ticker|volume
InCheckAlphaEv|PM_001BUCS|930000000|000036.SSE|175200
InCheckAlphaEv|PM_001BUCS|930000000|000037.SSE|457300
InCheckAlphaEv|PM_001BUCS|930000000|000037.SZSE|118100
InCheckAlphaEv|PM_001BUCS|930000000|000039.SSE|326900
InCheckAlphaEv|PM_001BUCS|930000000|000039.SZSE|204600
InCheckAlphaEv|PM_001BUCS|930000000|000040.SSE|452500
InCheckAlphaEv|PM_001BUCS|930000000|000041.SSE|288400
InCheckAlphaEv|PM_001BUCS|930000000|000041.SZSE|204100
InCheckAlphaEv|PM_001BUCS|930000000|000042.SSE|453600
InCheckAlphaEv|PM_001BUCS|930000000|000042.SZSE|180900
InCheckAlphaEv|PM_001BUCS|930000000|000043.SSE|109000
InCheckAlphaEv|PM_001BUCS|930000000|000043.SZSE|121800
InCheckAlphaEv|PM_001BUCS|930000000|000045.SSE|211700
InCheckAlphaEv|PM_001BUCS|930000000|000046.SSE|377100
InCheckAlphaEv|PM_001BUCS|930000000|000046.SZSE|444400
InCheckAlphaEv|PM_001BUCS|930000000|000047.SSE|155800
InCheckAlphaEv|PM_001BUCS|930000000|000047.SZSE|172100
InCheckAlphaEv|PM_001BUCS|930000000|000048.SSE|386300
InCheckAlphaEv|PM_001BUCS|930000000|000048.SZSE|170400
InCheckAlphaEv|PM_001BUCS|930000000|000049.SSE|464200
InCheckAlphaEv|PM_001BUCS|930000000|000049.SZSE|236200
InCheckAlphaEv|PM_001BUCS|930000000|000050.SSE|334700
InCheckAlphaEv|PM_001BUCS|930000000|000050.SZSE|350700
InCheckAlphaEv|PM_002BUCS|930000000|000001.SSE|387700
InCheckAlphaEv|PM_002BUCS|930000000|000001.SZSE|179000
InCheckAlphaEv|PM_002BUCS|930000000|000002.SSE|143200
InCheckAlphaEv|PM_002BUCS|930000000|000002.SZSE|228700
InCheckAlphaEv|PM_002BUCS|930000000|000003.SSE|112100
InCheckAlphaEv|PM_002BUCS|930000000|000003.SZSE|367600
InCheckAlphaEv|PM_002BUCS|930000000|000004.SZSE|342400
InCheckAlphaEv|PM_002BUCS|930000000|000005.SSE|183300
InCheckAlphaEv|PM_002BUCS|930000000|000005.SZSE|381700
InCheckAlphaEv|PM_002BUCS|930000000|000006.SSE|460300
InCheckAlphaEv|PM_002BUCS|930000000|000006.SZSE|246400
InCheckAlphaEv|PM_002BUCS|930000000|000007.SSE|342100
InCheckAlphaEv|PM_002BUCS|930000000|000007.SZSE|460000
InCheckAlphaEv|PM_002BUCS|930000000|000008.SSE|409800
InCheckAlphaEv|PM_002BUCS|930000000|000009.SSE|317700
InCheckAlphaEv|PM_002BUCS|930000000|000010.SSE|122400
InCheckAlphaEv|PM_002BUCS|930000000|000010.SZSE|452000
InCheckAlphaEv|PM_002BUCS|930000000|000011.SSE|469200
InCheckAlphaEv|PM_002BUCS|930000000|000011.SZSE|222600
InCheckAlphaEv|PM_002BUCS|930000000|000012.SSE|380700
InCheckAlphaEv|PM_002BUCS|930000000|000012.SZSE|223200
InCheckAlphaEv|PM_002BUCS|930000000|000013.SSE|416400
InCheckAlphaEv|PM_002BUCS|930000000|000013.SZSE|320700
InCheckAlphaEv|PM_002BUCS|930000000|000014.SZSE|160700
InCheckAlphaEv|PM_002BUCS|930000000|000015.SSE|454100
InCheckAlphaEv|PM_002BUCS|930000000|000015.SZSE|452800
InCheckAlphaEv|PM_002BUCS|930000000|000016.SSE|117900
InCheckAlphaEv|PM_002BUCS|930000000|000016.SZSE|370400
InCheckAlphaEv|PM_002BUCS|930000000|000017.SSE|486100
InCheckAlphaEv|PM_002BUCS|930000000|000017.SZSE|364200
InCheckAlphaEv|PM_002BUCS|930000000|000018.SSE|292200
InCheckAlphaEv|PM_002BUCS|930000000|000018.SZSE|335500
InCheckAlphaEv|PM_002BUCS|930000000|000019.SSE|187600
InCheckAlphaEv|PM_002BUCS|930000000|000019.SZSE|181000
InCheckAlphaEv|PM_002BUCS|930000000|000020.SSE|358000
InCheckAlphaEv|PM_002BUCS|930000000|000020.SZSE|282900
InCheckAlphaEv|PM_002BUCS|930000000|000021.SSE|307300
InCheckAlphaEv|PM_002BUCS|930000000|000021.SZSE|251000
InCheckAlphaEv|PM_002BUCS|930000000|000022.SSE|482600
InCheckAlphaEv|PM_002BUCS|930000000|000022.SZSE|240900
InCheckAlphaEv|PM_002BUCS|930000000|000023.SSE|247300
InCheckAlphaEv|PM_002BUCS|930000000|000023.SZSE|465600
InCheckAlphaEv|PM_002BUCS|930000000|000024.SSE|169900
InCheckAlphaEv|PM_002BUCS|930000000|000024.SZSE|434700
InCheckAlphaEv|PM_002BUCS|930000000|000025.SZSE|201800
InCheckAlphaEv|PM_002BUCS|930000000|000026.SSE|238300
InCheckAlphaEv|PM_002BUCS|930000000|000026.SZSE|278800
InCheckAlphaEv|PM_002BUCS|930000000|000027.SSE|499100
InCheckAlphaEv|PM_002BUCS|930000000|000027.SZSE|382000
InCheckAlphaEv|PM_002BUCS|930000000|000028.SSE|117100
InCheckAlphaEv|PM_002BUCS|930000000|000028.SZSE|146600
InCheckAlphaEv|PM_002BUCS|930000000|000029.SSE|497800
InCheckAlphaEv|PM_002BUCS|930000000|000029.SZSE|382600
InCheckAlphaEv|PM_002BUCS|930000000|000030.SSE|390500
InCheckAlphaEv|PM_002BUCS|930000000|000030.SZSE|213700
InCheckAlphaEv|PM_002BUCS|930000000|000031.SSE|138500
InCheckAlphaEv|PM_002BUCS|930000000|000031.SZSE|434000
InCheckAlphaEv|PM_002BUCS|930000000|000032.SSE|413800
InCheckAlphaEv|PM_002BUCS|930000000|000032.SZSE|440400
InCheckAlphaEv|PM_002BUCS|930000000|000033.SSE|471300
InCheckAlphaEv|PM_002BUCS|930000000|000033.SZSE|176200
InCheckAlphaEv|PM_002BUCS|930000000|000034.SSE|150900
InCheckAlphaEv|PM_002BUCS|930000000|000034.SZSE|287200
InCheckAlphaEv|PM_002BUCS|930000000|000035.SSE|230000
InCheckAlphaEv|PM_002BUCS|930000000|000035.SZSE|259300
InCheckAlphaEv|PM_002BUCS|930000000|000036.SSE|391100
InCheckAlphaEv|PM_002BUCS|930000000|000037.SSE|411500
InCheckAlphaEv|PM_002BUCS|930000000|000037.SZSE|110800
InCheckAlphaEv|PM_002BUCS|930000000|000039.SSE|122300
InCheckAlphaEv|PM_002BUCS|930000000|000039.SZSE|420000
InCheckAlphaEv|PM_002BUCS|930000000|000040.SSE|239800
InCheckAlphaEv|PM_002BUCS|930000000|000041.SSE|285300
InCheckAlphaEv|PM_002BUCS|930000000|000041.SZSE|499800
InCheckAlphaEv|PM_002BUCS|930000000|000042.SSE|351500
InCheckAlphaEv|PM_002BUCS|930000000|000042.SZSE|197700
InCheckAlphaEv|PM_002BUCS|930000000|000043.SSE|419600
InCheckAlphaEv|PM_002BUCS|930000000|000043.SZSE|129700
InCheckAlphaEv|PM_002BUCS|930000000|000045.SSE|462500
InCheckAlphaEv|PM_002BUCS|930000000|000045.SZSE|157200
InCheckAlphaEv|PM_002BUCS|930000000|000046.SSE|441800
InCheckAlphaEv|PM_002BUCS|930000000|000046.SZSE|181300
InCheckAlphaEv|PM_002BUCS|930000000|000047.SSE|224400
InCheckAlphaEv|PM_002BUCS|930000000|000047.SZSE|410200
InCheckAlphaEv|PM_002BUCS|930000000|000048.SSE|155500
InCheckAlphaEv|PM_002BUCS|930000000|000048.SZSE|335500
InCheckAlphaEv|PM_002BUCS|930000000|000049.SSE|231700
InCheckAlphaEv|PM_002BUCS|930000000|000049.SZSE|490500
InCheckAlphaEv|PM_002BUCS|930000000|000050.SSE|187600
InCheckAlphaEv|PM_002BUCS|930000000|000050.SZSE|466500
InCheckAlphaEv|PM_003BUCS|930000000|000001.SZSE|320100
InCheckAlphaEv|PM_003BUCS|930000000|000002.SSE|103200
InCheckAlphaEv|PM_003BUCS|930000000|000002.SZSE|299400
InCheckAlphaEv|PM_003BUCS|930000000|000003.SSE|172900
InCheckAlphaEv|PM_003BUCS|930000000|000003.SZSE|160300
InCheckAlphaEv|PM_003BUCS|930000000|000004.SZSE|364800
InCheckAlphaEv|PM_003BUCS|930000000|000005.SSE|147700
InCheckAlphaEv|PM_003BUCS|930000000|000005.SZSE|358400
InCheckAlphaEv|PM_003BUCS|930000000|000006.SSE|306900
InCheckAlphaEv|PM_003BUCS|930000000|000006.SZSE|344300
InCheckAlphaEv|PM_003BUCS|930000000|000007.SSE|123800
InCheckAlphaEv|PM_003BUCS|930000000|000007.SZSE|104600
InCheckAlphaEv|PM_003BUCS|930000000|000008.SSE|195900
InCheckAlphaEv|PM_003BUCS|930000000|000009.SSE|465200
InCheckAlphaEv|PM_003BUCS|930000000|000009.SZSE|132200
InCheckAlphaEv|PM_003BUCS|930000000|000010.SSE|215200
InCheckAlphaEv|PM_003BUCS|930000000|000010.SZSE|162900
InCheckAlphaEv|PM_003BUCS|930000000|000011.SSE|122500
InCheckAlphaEv|PM_003BUCS|930000000|000011.SZSE|303100
InCheckAlphaEv|PM_003BUCS|930000000|000012.SSE|249800
InCheckAlphaEv|PM_003BUCS|930000000|000012.SZSE|427400
InCheckAlphaEv|PM_003BUCS|930000000|000013.SSE|224700
InCheckAlphaEv|PM_003BUCS|930000000|000013.SZSE|170900
InCheckAlphaEv|PM_003BUCS|930000000|000014.SZSE|183200
InCheckAlphaEv|PM_003BUCS|930000000|000015.SSE|318800
InCheckAlphaEv|PM_003BUCS|930000000|000015.SZSE|234800
InCheckAlphaEv|PM_003BUCS|930000000|000016.SSE|491900
InCheckAlphaEv|PM_003BUCS|930000000|000016.SZSE|356200
InCheckAlphaEv|PM_003BUCS|930000000|000017.SSE|115500
InCheckAlphaEv|PM_003BUCS|930000000|000017.SZSE|154200
InCheckAlphaEv|PM_003BUCS|930000000|000018.SSE|444600
InCheckAlphaEv|PM_003BUCS|930000000|000018.SZSE|490300
InCheckAlphaEv|PM_003BUCS|930000000|000019.SSE|394600
InCheckAlphaEv|PM_003BUCS|930000000|000019.SZSE|371800
InCheckAlphaEv|PM_003BUCS|930000000|000020.SSE|121900
InCheckAlphaEv|PM_003BUCS|930000000|000020.SZSE|162100
InCheckAlphaEv|PM_003BUCS|930000000|000021.SSE|436900
InCheckAlphaEv|PM_003BUCS|930000000|000021.SZSE|198900
InCheckAlphaEv|PM_003BUCS|930000000|000022.SSE|495200
InCheckAlphaEv|PM_003BUCS|930000000|000022.SZSE|180500
InCheckAlphaEv|PM_003BUCS|930000000|000023.SSE|329200
InCheckAlphaEv|PM_003BUCS|930000000|000023.SZSE|282600
InCheckAlphaEv|PM_003BUCS|930000000|000024.SSE|224900
InCheckAlphaEv|PM_003BUCS|930000000|000024.SZSE|457800
InCheckAlphaEv|PM_003BUCS|930000000|000025.SZSE|214600
InCheckAlphaEv|PM_003BUCS|930000000|000026.SSE|103200
InCheckAlphaEv|PM_003BUCS|930000000|000026.SZSE|202500
InCheckAlphaEv|PM_003BUCS|930000000|000027.SSE|227500
InCheckAlphaEv|PM_003BUCS|930000000|000027.SZSE|429900
InCheckAlphaEv|PM_003BUCS|930000000|000028.SSE|114300
InCheckAlphaEv|PM_003BUCS|930000000|000028.SZSE|402200
InCheckAlphaEv|PM_003BUCS|930000000|000029.SSE|470100
InCheckAlphaEv|PM_003BUCS|930000000|000029.SZSE|260000
InCheckAlphaEv|PM_003BUCS|930000000|000030.SSE|410500
InCheckAlphaEv|PM_003BUCS|930000000|000030.SZSE|274100
InCheckAlphaEv|PM_003BUCS|930000000|000031.SSE|482500
InCheckAlphaEv|PM_003BUCS|930000000|000031.SZSE|382900
InCheckAlphaEv|PM_003BUCS|930000000|000032.SSE|338000
InCheckAlphaEv|PM_003BUCS|930000000|000032.SZSE|253900
InCheckAlphaEv|PM_003BUCS|930000000|000033.SSE|155800
InCheckAlphaEv|PM_003BUCS|930000000|000033.SZSE|351600
InCheckAlphaEv|PM_003BUCS|930000000|000034.SSE|307300
InCheckAlphaEv|PM_003BUCS|930000000|000034.SZSE|115400
InCheckAlphaEv|PM_003BUCS|930000000|000035.SSE|227600
InCheckAlphaEv|PM_003BUCS|930000000|000035.SZSE|145500
InCheckAlphaEv|PM_003BUCS|930000000|000036.SSE|345900
InCheckAlphaEv|PM_003BUCS|930000000|000037.SSE|310800
InCheckAlphaEv|PM_003BUCS|930000000|000037.SZSE|141600
InCheckAlphaEv|PM_003BUCS|930000000|000039.SSE|372700
InCheckAlphaEv|PM_003BUCS|930000000|000039.SZSE|164200
InCheckAlphaEv|PM_003BUCS|930000000|000040.SSE|229000
InCheckAlphaEv|PM_003BUCS|930000000|000041.SSE|353300
InCheckAlphaEv|PM_003BUCS|930000000|000041.SZSE|493200
InCheckAlphaEv|PM_003BUCS|930000000|000042.SSE|232100
InCheckAlphaEv|PM_003BUCS|930000000|000042.SZSE|253000
InCheckAlphaEv|PM_003BUCS|930000000|000043.SSE|143000
InCheckAlphaEv|PM_003BUCS|930000000|000043.SZSE|217900
InCheckAlphaEv|PM_003BUCS|930000000|000045.SSE|430500
InCheckAlphaEv|PM_003BUCS|930000000|000045.SZSE|477900
InCheckAlphaEv|PM_003BUCS|930000000|000046.SSE|413700
InCheckAlphaEv|PM_003BUCS|930000000|000046.SZSE|128900
InCheckAlphaEv|PM_003BUCS|930000000|000047.SSE|229400
InCheckAlphaEv|PM_003BUCS|930000000|000047.SZSE|238000
InCheckAlphaEv|PM_003BUCS|930000000|000048.SSE|415100
InCheckAlphaEv|PM_003BUCS|930000000|000048.SZSE|412500
InCheckAlphaEv|PM_003BUCS|930000000|000049.SSE|105900
InCheckAlphaEv|PM_003BUCS|930000000|000049.SZSE|177600
InCheckAlphaEv|PM_003BUCS|930000000|000050.SSE|309900
InCheckAlphaEv|PM_003BUCS|930000000|000050.SZSE|269500
InCheckAlphaEv|PM_004BUCS|930000000|000001.SZSE|282000
InCheckAlphaEv|PM_004BUCS|930000000|000002.SSE|194800
InCheckAlphaEv|PM_004BUCS|930000000|000002.SZSE|214500
InCheckAlphaEv|PM_004BUCS|930000000|000003.SSE|294600
InCheckAlphaEv|PM_004BUCS|930000000|000003.SZSE|208900
InCheckAlphaEv|PM_004BUCS|930000000|000004.SZSE|403100
InCheckAlphaEv|PM_004BUCS|930000000|000005.SSE|398900
InCheckAlphaEv|PM_004BUCS|930000000|000005.SZSE|138500
InCheckAlphaEv|PM_004BUCS|930000000|000006.SSE|331400
InCheckAlphaEv|PM_004BUCS|930000000|000006.SZSE|279900
InCheckAlphaEv|PM_004BUCS|930000000|000007.SSE|193900
InCheckAlphaEv|PM_004BUCS|930000000|000007.SZSE|251000
InCheckAlphaEv|PM_004BUCS|930000000|000008.SSE|214500
InCheckAlphaEv|PM_004BUCS|930000000|000009.SSE|401100
InCheckAlphaEv|PM_004BUCS|930000000|000010.SSE|448500
InCheckAlphaEv|PM_004BUCS|930000000|000010.SZSE|175900
InCheckAlphaEv|PM_004BUCS|930000000|000011.SSE|421300
InCheckAlphaEv|PM_004BUCS|930000000|000011.SZSE|361100
InCheckAlphaEv|PM_004BUCS|930000000|000012.SSE|205600
InCheckAlphaEv|PM_004BUCS|930000000|000012.SZSE|147800
InCheckAlphaEv|PM_004BUCS|930000000|000013.SSE|356300
InCheckAlphaEv|PM_004BUCS|930000000|000013.SZSE|422400
InCheckAlphaEv|PM_004BUCS|930000000|000014.SZSE|330700
InCheckAlphaEv|PM_004BUCS|930000000|000015.SSE|364700
InCheckAlphaEv|PM_004BUCS|930000000|000015.SZSE|347100
InCheckAlphaEv|PM_004BUCS|930000000|000016.SSE|223700
InCheckAlphaEv|PM_004BUCS|930000000|000016.SZSE|147300
InCheckAlphaEv|PM_004BUCS|930000000|000017.SSE|191400
InCheckAlphaEv|PM_004BUCS|930000000|000017.SZSE|451000
InCheckAlphaEv|PM_004BUCS|930000000|000018.SSE|364500
InCheckAlphaEv|PM_004BUCS|930000000|000018.SZSE|265600
InCheckAlphaEv|PM_004BUCS|930000000|000019.SSE|485600
InCheckAlphaEv|PM_004BUCS|930000000|000019.SZSE|493500
InCheckAlphaEv|PM_004BUCS|930000000|000020.SSE|225500
InCheckAlphaEv|PM_004BUCS|930000000|000020.SZSE|379700
InCheckAlphaEv|PM_004BUCS|930000000|000021.SSE|236800
InCheckAlphaEv|PM_004BUCS|930000000|000021.SZSE|207700
InCheckAlphaEv|PM_004BUCS|930000000|000022.SSE|137800
InCheckAlphaEv|PM_004BUCS|930000000|000022.SZSE|128300
InCheckAlphaEv|PM_004BUCS|930000000|000023.SSE|350900
InCheckAlphaEv|PM_004BUCS|930000000|000023.SZSE|353300
InCheckAlphaEv|PM_004BUCS|930000000|000024.SSE|127200
InCheckAlphaEv|PM_004BUCS|930000000|000024.SZSE|221800
InCheckAlphaEv|PM_004BUCS|930000000|000025.SZSE|366900
InCheckAlphaEv|PM_004BUCS|930000000|000026.SSE|284800
InCheckAlphaEv|PM_004BUCS|930000000|000026.SZSE|454400
InCheckAlphaEv|PM_004BUCS|930000000|000027.SSE|364700
InCheckAlphaEv|PM_004BUCS|930000000|000027.SZSE|152800
InCheckAlphaEv|PM_004BUCS|930000000|000028.SSE|157200
InCheckAlphaEv|PM_004BUCS|930000000|000028.SZSE|193200
InCheckAlphaEv|PM_004BUCS|930000000|000029.SSE|304500
InCheckAlphaEv|PM_004BUCS|930000000|000029.SZSE|272500
InCheckAlphaEv|PM_004BUCS|930000000|000030.SSE|156000
InCheckAlphaEv|PM_004BUCS|930000000|000030.SZSE|138100
InCheckAlphaEv|PM_004BUCS|930000000|000031.SSE|244400
InCheckAlphaEv|PM_004BUCS|930000000|000031.SZSE|114800
InCheckAlphaEv|PM_004BUCS|930000000|000032.SSE|449900
InCheckAlphaEv|PM_004BUCS|930000000|000032.SZSE|441900
InCheckAlphaEv|PM_004BUCS|930000000|000033.SSE|117400
InCheckAlphaEv|PM_004BUCS|930000000|000033.SZSE|386200
InCheckAlphaEv|PM_004BUCS|930000000|000034.SSE|231400
InCheckAlphaEv|PM_004BUCS|930000000|000034.SZSE|476200
InCheckAlphaEv|PM_004BUCS|930000000|000035.SSE|425800
InCheckAlphaEv|PM_004BUCS|930000000|000035.SZSE|391900
InCheckAlphaEv|PM_004BUCS|930000000|000036.SSE|284900
InCheckAlphaEv|PM_004BUCS|930000000|000037.SSE|357400
InCheckAlphaEv|PM_004BUCS|930000000|000037.SZSE|269400
InCheckAlphaEv|PM_004BUCS|930000000|000038.SZSE|426000
InCheckAlphaEv|PM_004BUCS|930000000|000039.SSE|493800
InCheckAlphaEv|PM_004BUCS|930000000|000039.SZSE|398600
InCheckAlphaEv|PM_004BUCS|930000000|000040.SSE|182600
InCheckAlphaEv|PM_004BUCS|930000000|000041.SSE|252400
InCheckAlphaEv|PM_004BUCS|930000000|000041.SZSE|241700
InCheckAlphaEv|PM_004BUCS|930000000|000042.SSE|375100
InCheckAlphaEv|PM_004BUCS|930000000|000042.SZSE|291500
InCheckAlphaEv|PM_004BUCS|930000000|000043.SSE|409600
InCheckAlphaEv|PM_004BUCS|930000000|000043.SZSE|326000
InCheckAlphaEv|PM_004BUCS|930000000|000045.SSE|190100
InCheckAlphaEv|PM_004BUCS|930000000|000046.SSE|359000
InCheckAlphaEv|PM_004BUCS|930000000|000046.SZSE|319200
InCheckAlphaEv|PM_004BUCS|930000000|000047.SSE|173200
InCheckAlphaEv|PM_004BUCS|930000000|000047.SZSE|231800
InCheckAlphaEv|PM_004BUCS|930000000|000048.SSE|278800
InCheckAlphaEv|PM_004BUCS|930000000|000048.SZSE|221100
InCheckAlphaEv|PM_004BUCS|930000000|000049.SSE|320700
InCheckAlphaEv|PM_004BUCS|930000000|000049.SZSE|352000
InCheckAlphaEv|PM_004BUCS|930000000|000050.SSE|142400
InCheckAlphaEv|PM_004BUCS|930000000|000050.SZSE|432200
InCheckAlphaEv|PM_005BUCS|930000000|000001.SZSE|291400
InCheckAlphaEv|PM_005BUCS|930000000|000002.SSE|153300
InCheckAlphaEv|PM_005BUCS|930000000|000002.SZSE|358700
InCheckAlphaEv|PM_005BUCS|930000000|000003.SSE|391000
InCheckAlphaEv|PM_005BUCS|930000000|000003.SZSE|378100
InCheckAlphaEv|PM_005BUCS|930000000|000004.SSE|384000
InCheckAlphaEv|PM_005BUCS|930000000|000004.SZSE|401300
InCheckAlphaEv|PM_005BUCS|930000000|000005.SSE|303000
InCheckAlphaEv|PM_005BUCS|930000000|000005.SZSE|136300
InCheckAlphaEv|PM_005BUCS|930000000|000006.SSE|243200
InCheckAlphaEv|PM_005BUCS|930000000|000006.SZSE|472000
InCheckAlphaEv|PM_005BUCS|930000000|000007.SSE|184300
InCheckAlphaEv|PM_005BUCS|930000000|000007.SZSE|499100
InCheckAlphaEv|PM_005BUCS|930000000|000008.SSE|493900
InCheckAlphaEv|PM_005BUCS|930000000|000009.SSE|268000
InCheckAlphaEv|PM_005BUCS|930000000|000010.SSE|256900
InCheckAlphaEv|PM_005BUCS|930000000|000010.SZSE|190200
InCheckAlphaEv|PM_005BUCS|930000000|000011.SSE|256500
InCheckAlphaEv|PM_005BUCS|930000000|000011.SZSE|180100
InCheckAlphaEv|PM_005BUCS|930000000|000012.SSE|326400
InCheckAlphaEv|PM_005BUCS|930000000|000012.SZSE|265200
InCheckAlphaEv|PM_005BUCS|930000000|000013.SSE|279500
InCheckAlphaEv|PM_005BUCS|930000000|000013.SZSE|189800
InCheckAlphaEv|PM_005BUCS|930000000|000014.SZSE|344100
InCheckAlphaEv|PM_005BUCS|930000000|000015.SSE|426300
InCheckAlphaEv|PM_005BUCS|930000000|000015.SZSE|172800
InCheckAlphaEv|PM_005BUCS|930000000|000016.SSE|212700
InCheckAlphaEv|PM_005BUCS|930000000|000016.SZSE|256700
InCheckAlphaEv|PM_005BUCS|930000000|000017.SSE|420900
InCheckAlphaEv|PM_005BUCS|930000000|000017.SZSE|338300
InCheckAlphaEv|PM_005BUCS|930000000|000018.SSE|369700
InCheckAlphaEv|PM_005BUCS|930000000|000018.SZSE|320700
InCheckAlphaEv|PM_005BUCS|930000000|000019.SSE|225700
InCheckAlphaEv|PM_005BUCS|930000000|000019.SZSE|302300
InCheckAlphaEv|PM_005BUCS|930000000|000020.SSE|192800
InCheckAlphaEv|PM_005BUCS|930000000|000020.SZSE|216300
InCheckAlphaEv|PM_005BUCS|930000000|000021.SSE|251100
InCheckAlphaEv|PM_005BUCS|930000000|000021.SZSE|147300
InCheckAlphaEv|PM_005BUCS|930000000|000022.SSE|120200
InCheckAlphaEv|PM_005BUCS|930000000|000022.SZSE|292800
InCheckAlphaEv|PM_005BUCS|930000000|000023.SSE|380300
InCheckAlphaEv|PM_005BUCS|930000000|000023.SZSE|426400
InCheckAlphaEv|PM_005BUCS|930000000|000024.SSE|481200
InCheckAlphaEv|PM_005BUCS|930000000|000024.SZSE|428900
InCheckAlphaEv|PM_005BUCS|930000000|000025.SZSE|370800
InCheckAlphaEv|PM_005BUCS|930000000|000026.SSE|381300
InCheckAlphaEv|PM_005BUCS|930000000|000026.SZSE|371300
InCheckAlphaEv|PM_005BUCS|930000000|000027.SSE|425800
InCheckAlphaEv|PM_005BUCS|930000000|000027.SZSE|246800
