event|alphaid|time|ticker|last_price|prev_close_price
MarketDataEv|MARKET|930000000|000014.SZSE|78.25|79.39
MarketDataEv|MARKET|930000000|000015.SZSE|127.34|125.48
MarketDataEv|MARKET|930000000|000016.SZSE|18.04|18.11
MarketDataEv|MARKET|930000000|000017.SZSE|204.12|202.71
MarketDataEv|MARKET|930000000|000018.SZSE|68.37|68.22
MarketDataEv|MARKET|930000000|000019.SZSE|67.00|67.61
MarketDataEv|MARKET|930000000|000020.SZSE|109.49|109.03
MarketDataEv|MARKET|930000000|000021.SZSE|76.32|77.49
MarketDataEv|MARKET|930000000|000022.SZSE|106.28|107.88
MarketDataEv|MARKET|930000000|000023.SZSE|97.53|97.11
MarketDataEv|MARKET|930000000|000024.SZSE|147.49|147.06
MarketDataEv|MARKET|930000000|000025.SZSE|163.79|166.49
MarketDataEv|MARKET|930000000|000026.SZSE|101.25|102.96
MarketDataEv|MARKET|930000000|000027.SZSE|183.05|183.36
MarketDataEv|MARKET|930000000|000028.SZSE|64.11|64.85
MarketDataEv|MARKET|930000000|000029.SZSE|74.13|75.19
MarketDataEv|MARKET|930000000|000030.SZSE|55.79|55.88
MarketDataEv|MARKET|930000000|000031.SZSE|56.69|57.61
MarketDataEv|MARKET|930000000|000032.SZSE|59.87|59.17
MarketDataEv|MARKET|930000000|000033.SZSE|113.30|113.63
MarketDataEv|MARKET|930000000|000034.SZSE|71.50|72.04
MarketDataEv|MARKET|930000000|000035.SZSE|177.34|176.55
MarketDataEv|MARKET|930000000|000036.SZSE|42.58|42.88
MarketDataEv|MARKET|930000000|000037.SZSE|169.37|167.82
MarketDataEv|MARKET|930000000|000038.SZSE|73.40|74.15
MarketDataEv|MARKET|930000000|000039.SZSE|165.13|165.08
MarketDataEv|MARKET|930000000|000040.SZSE|96.63|98.52
MarketDataEv|MARKET|930000000|000041.SZSE|13.91|13.68
MarketDataEv|MARKET|930000000|000042.SZSE|123.23|123.25
MarketDataEv|MARKET|930000000|000043.SZSE|145.32|144.84
MarketDataEv|MARKET|930000000|000044.SZSE|126.66|126.07
MarketDataEv|MARKET|930000000|000045.SZSE|92.96|92.00
MarketDataEv|MARKET|930000000|000046.SZSE|196.09|195.65
MarketDataEv|MARKET|930000000|000047.SZSE|146.32|144.40
MarketDataEv|MARKET|930000000|000048.SZSE|102.27|101.39
MarketDataEv|MARKET|930000000|000049.SZSE|39.96|39.30
MarketDataEv|MARKET|930000000|000050.SZSE|186.63|186.69
MarketDataEv|MARKET|940000000|000001.SSE|55.53|55.66
MarketDataEv|MARKET|940000000|000002.SSE|127.57|125.25
MarketDataEv|MARKET|940000000|000003.SSE|163.10|163.30
MarketDataEv|MARKET|940000000|000004.SSE|182.95|182.52
MarketDataEv|MARKET|940000000|000005.SSE|141.18|141.56
MarketDataEv|MARKET|940000000|000006.SSE|90.81|92.42
MarketDataEv|MARKET|940000000|000007.SSE|75.52|75.62
MarketDataEv|MARKET|940000000|000008.SSE|142.19|144.40
MarketDataEv|MARKET|940000000|000009.SSE|22.73|22.30
MarketDataEv|MARKET|940000000|000010.SSE|180.19|182.85
MarketDataEv|MARKET|940000000|000011.SSE|87.18|87.19
MarketDataEv|MARKET|940000000|000012.SSE|165.18|168.29
MarketDataEv|MARKET|940000000|000013.SSE|96.41|95.68
MarketDataEv|MARKET|940000000|000014.SSE|145.33|147.12
MarketDataEv|MARKET|940000000|000015.SSE|108.81|109.10
MarketDataEv|MARKET|940000000|000016.SSE|97.93|96.52
MarketDataEv|MARKET|940000000|000017.SSE|53.82|53.17
MarketDataEv|MARKET|940000000|000018.SSE|28.12|27.62
MarketDataEv|MARKET|940000000|000019.SSE|124.39|126.48
MarketDataEv|MARKET|940000000|000020.SSE|90.45|89.01
MarketDataEv|MARKET|940000000|000021.SSE|72.88|72.85
MarketDataEv|MARKET|940000000|000022.SSE|104.83|103.24
MarketDataEv|MARKET|940000000|000023.SSE|200.57|196.82
MarketDataEv|MARKET|940000000|000024.SSE|102.90|102.34
MarketDataEv|MARKET|940000000|000025.SSE|183.51|181.75
MarketDataEv|MARKET|940000000|000026.SSE|54.54|53.78
MarketDataEv|MARKET|940000000|000027.SSE|22.21|22.40
MarketDataEv|MARKET|940000000|000028.SSE|76.41|76.31
MarketDataEv|MARKET|940000000|000029.SSE|119.60|117.80
MarketDataEv|MARKET|940000000|000030.SSE|196.35|192.80
MarketDataEv|MARKET|940000000|000031.SSE|110.04|111.95
MarketDataEv|MARKET|940000000|000032.SSE|140.45|140.53
MarketDataEv|MARKET|940000000|000033.SSE|26.61|26.10
MarketDataEv|MARKET|940000000|000034.SSE|106.62|108.59
MarketDataEv|MARKET|940000000|000035.SSE|198.02|196.22
MarketDataEv|MARKET|940000000|000036.SSE|12.71|12.67
MarketDataEv|MARKET|940000000|000037.SSE|17.96|18.22
MarketDataEv|MARKET|940000000|000038.SSE|83.64|83.38
MarketDataEv|MARKET|940000000|000039.SSE|106.28|108.01
MarketDataEv|MARKET|940000000|000040.SSE|113.30|114.53
MarketDataEv|MARKET|940000000|000041.SSE|57.84|57.09
MarketDataEv|MARKET|940000000|000042.SSE|79.04|78.03
MarketDataEv|MARKET|940000000|000043.SSE|41.99|41.45
MarketDataEv|MARKET|940000000|000044.SSE|37.09|36.89
MarketDataEv|MARKET|940000000|000045.SSE|94.28|95.28
MarketDataEv|MARKET|940000000|000046.SSE|24.55|24.70
MarketDataEv|MARKET|940000000|000047.SSE|47.94|47.59
MarketDataEv|MARKET|940000000|000048.SSE|41.03|40.84
MarketDataEv|MARKET|940000000|000049.SSE|136.80|138.97
MarketDataEv|MARKET|940000000|000050.SSE|189.48|190.53
MarketDataEv|MARKET|940000000|000001.SZSE|108.31|106.72
MarketDataEv|MARKET|940000000|000002.SZSE|72.72|73.62
MarketDataEv|MARKET|940000000|000003.SZSE|122.18|120.87
MarketDataEv|MARKET|940000000|000004.SZSE|198.01|199.97
MarketDataEv|MARKET|940000000|000005.SZSE|123.85|123.76
MarketDataEv|MARKET|940000000|000006.SZSE|134.29|134.00
MarketDataEv|MARKET|940000000|000007.SZSE|62.59|61.80
MarketDataEv|MARKET|940000000|000008.SZSE|176.60|179.94
MarketDataEv|MARKET|940000000|000009.SZSE|131.21|133.85
MarketDataEv|MARKET|940000000|000010.SZSE|74.81|74.16
MarketDataEv|MARKET|940000000|000011.SZSE|140.73|138.19
MarketDataEv|MARKET|940000000|000012.SZSE|72.22|72.49
MarketDataEv|MARKET|940000000|000013.SZSE|169.71|171.65
MarketDataEv|MARKET|940000000|000014.SZSE|198.48|197.18
MarketDataEv|MARKET|940000000|000015.SZSE|115.28|115.81
MarketDataEv|MARKET|940000000|000016.SZSE|35.70|35.23
MarketDataEv|MARKET|940000000|000017.SZSE|173.76|172.47
MarketDataEv|MARKET|940000000|000018.SZSE|141.65|141.38
MarketDataEv|MARKET|940000000|000019.SZSE|108.10|106.99
MarketDataEv|MARKET|940000000|000020.SZSE|87.50|88.11
MarketDataEv|MARKET|940000000|000021.SZSE|83.08|82.76
MarketDataEv|MARKET|940000000|000022.SZSE|109.52|110.97
MarketDataEv|MARKET|940000000|000023.SZSE|130.91|129.27
MarketDataEv|MARKET|940000000|000024.SZSE|71.13|69.98
MarketDataEv|MARKET|940000000|000025.SZSE|193.63|189.85
MarketDataEv|MARKET|940000000|000026.SZSE|112.82|115.00
MarketDataEv|MARKET|940000000|000027.SZSE|16.02|16.19
MarketDataEv|MARKET|940000000|000028.SZSE|115.83|113.85
MarketDataEv|MARKET|940000000|000029.SZSE|107.97|106.06
MarketDataEv|MARKET|940000000|000030.SZSE|179.23|182.64
MarketDataEv|MARKET|940000000|000031.SZSE|27.17|27.30
MarketDataEv|MARKET|940000000|000032.SZSE|67.76|66.99
MarketDataEv|MARKET|940000000|000033.SZSE|54.21|54.65
MarketDataEv|MARKET|940000000|000034.SZSE|36.96|36.30
MarketDataEv|MARKET|940000000|000035.SZSE|62.40|61.65
MarketDataEv|MARKET|940000000|000036.SZSE|103.56|105.34
MarketDataEv|MARKET|940000000|000037.SZSE|164.92|165.85
MarketDataEv|MARKET|940000000|000038.SZSE|94.85|94.02
MarketDataEv|MARKET|940000000|000039.SZSE|132.65|131.63
MarketDataEv|MARKET|940000000|000040.SZSE|65.45|65.32
MarketDataEv|MARKET|940000000|000041.SZSE|110.61|109.48
MarketDataEv|MARKET|940000000|000042.SZSE|106.11|105.01
MarketDataEv|MARKET|940000000|000043.SZSE|128.36|129.04
MarketDataEv|MARKET|940000000|000044.SZSE|133.91|134.88
MarketDataEv|MARKET|940000000|000045.SZSE|14.96|15.24
MarketDataEv|MARKET|940000000|000046.SZSE|168.06|166.65
MarketDataEv|MARKET|940000000|000047.SZSE|201.62|203.66
MarketDataEv|MARKET|940000000|000048.SZSE|81.50|81.12
MarketDataEv|MARKET|940000000|000049.SZSE|124.88|122.86
MarketDataEv|MARKET|940000000|000050.SZSE|186.63|184.40
MarketDataEv|MARKET|950000000|000001.SSE|101.84|102.32
MarketDataEv|MARKET|950000000|000002.SSE|21.19|21.38
MarketDataEv|MARKET|950000000|000003.SSE|59.68|59.09
MarketDataEv|MARKET|950000000|000004.SSE|28.30|28.26
MarketDataEv|MARKET|950000000|000005.SSE|143.21|145.89
MarketDataEv|MARKET|950000000|000006.SSE|24.42|24.79
MarketDataEv|MARKET|950000000|000007.SSE|84.50|85.86
MarketDataEv|MARKET|950000000|000008.SSE|76.76|76.48
MarketDataEv|MARKET|950000000|000009.SSE|113.73|111.51
MarketDataEv|MARKET|950000000|000010.SSE|133.53|133.84
MarketDataEv|MARKET|950000000|000011.SSE|122.99|123.24
MarketDataEv|MARKET|950000000|000012.SSE|42.40|41.75
MarketDataEv|MARKET|950000000|000013.SSE|126.43|128.17
MarketDataEv|MARKET|950000000|000014.SSE|185.62|189.15
MarketDataEv|MARKET|950000000|000015.SSE|27.10|27.29
MarketDataEv|MARKET|950000000|000016.SSE|182.87|185.55
MarketDataEv|MARKET|950000000|000017.SSE|110.82|111.97
MarketDataEv|MARKET|950000000|000018.SSE|22.38|22.35
MarketDataEv|MARKET|950000000|000019.SSE|115.10|114.67
MarketDataEv|MARKET|950000000|000020.SSE|131.98|131.98
MarketDataEv|MARKET|950000000|000021.SSE|182.52|183.04
MarketDataEv|MARKET|950000000|000022.SSE|49.36|50.15
MarketDataEv|MARKET|950000000|000023.SSE|84.59|83.15
MarketDataEv|MARKET|950000000|000024.SSE|85.98|87.20
MarketDataEv|MARKET|950000000|000025.SSE|95.90|94.98
MarketDataEv|MARKET|950000000|000026.SSE|144.65|142.95
MarketDataEv|MARKET|950000000|000027.SSE|87.70|87.87
MarketDataEv|MARKET|950000000|000028.SSE|163.65|166.19
MarketDataEv|MARKET|950000000|000029.SSE|128.89|129.45
MarketDataEv|MARKET|950000000|000030.SSE|13.53|13.34
MarketDataEv|MARKET|950000000|000031.SSE|92.42|93.38
MarketDataEv|MARKET|950000000|000032.SSE|54.57|53.78
MarketDataEv|MARKET|950000000|000033.SSE|187.91|187.49
MarketDataEv|MARKET|950000000|000034.SSE|145.61|143.59
MarketDataEv|MARKET|950000000|000035.SSE|185.90|186.27
MarketDataEv|MARKET|950000000|000036.SSE|133.88|135.41
MarketDataEv|MARKET|950000000|000037.SSE|163.76|164.56
MarketDataEv|MARKET|950000000|000038.SSE|13.32|13.17
MarketDataEv|MARKET|950000000|000039.SSE|88.31|89.43
MarketDataEv|MARKET|950000000|000040.SSE|67.93|66.65
MarketDataEv|MARKET|950000000|000041.SSE|54.07|53.40
MarketDataEv|MARKET|950000000|000042.SSE|73.87|73.72
MarketDataEv|MARKET|950000000|000043.SSE|40.39|40.07
MarketDataEv|MARKET|950000000|000044.SSE|137.43|135.39
MarketDataEv|MARKET|950000000|000045.SSE|141.41|140.01
MarketDataEv|MARKET|950000000|000046.SSE|136.84|134.72
MarketDataEv|MARKET|950000000|000047.SSE|143.39|145.65
MarketDataEv|MARKET|950000000|000048.SSE|157.18|158.30
MarketDataEv|MARKET|950000000|000049.SSE|131.87|133.38
MarketDataEv|MARKET|950000000|000050.SSE|43.05|42.98
MarketDataEv|MARKET|950000000|000001.SZSE|37.58|38.32
MarketDataEv|MARKET|950000000|000002.SZSE|129.93|131.48
MarketDataEv|MARKET|950000000|000003.SZSE|37.41|37.41
MarketDataEv|MARKET|950000000|000004.SZSE|100.25|98.91
MarketDataEv|MARKET|950000000|000005.SZSE|107.73|109.84
MarketDataEv|MARKET|950000000|000006.SZSE|145.61|145.83
MarketDataEv|MARKET|950000000|000007.SZSE|154.56|154.46
MarketDataEv|MARKET|950000000|000008.SZSE|18.23|18.47
MarketDataEv|MARKET|950000000|000009.SZSE|61.03|60.05
MarketDataEv|MARKET|950000000|000010.SZSE|196.14|193.41
MarketDataEv|MARKET|950000000|000011.SZSE|39.79|39.64
MarketDataEv|MARKET|950000000|000012.SZSE|52.12|52.09
MarketDataEv|MARKET|950000000|000013.SZSE|57.67|56.79
MarketDataEv|MARKET|950000000|000014.SZSE|14.03|14.26
MarketDataEv|MARKET|950000000|000015.SZSE|33.79|34.22
MarketDataEv|MARKET|950000000|000016.SZSE|95.05|94.53
MarketDataEv|MARKET|950000000|000017.SZSE|46.78|47.69
MarketDataEv|MARKET|950000000|000018.SZSE|39.85|40.17
MarketDataEv|MARKET|950000000|000019.SZSE|110.95|110.99
MarketDataEv|MARKET|950000000|000020.SZSE|65.04|65.12
MarketDataEv|MARKET|950000000|000021.SZSE|13.21|13.00
MarketDataEv|MARKET|950000000|000022.SZSE|149.59|147.81
MarketDataEv|MARKET|950000000|000023.SZSE|75.24|76.00
MarketDataEv|MARKET|950000000|000024.SZSE|159.32|156.39
MarketDataEv|MARKET|950000000|000025.SZSE|52.18|53.09
MarketDataEv|MARKET|950000000|000026.SZSE|89.84|91.53
MarketDataEv|MARKET|950000000|000027.SZSE|13.79|13.89
MarketDataEv|MARKET|950000000|000028.SZSE|191.39|189.62
MarketDataEv|MARKET|950000000|000029.SZSE|121.64|123.68
MarketDataEv|MARKET|950000000|000030.SZSE|171.59|174.68
MarketDataEv|MARKET|950000000|000031.SZSE|146.56|147.37
MarketDataEv|MARKET|950000000|000032.SZSE|58.73|59.02
MarketDataEv|MARKET|950000000|000033.SZSE|110.40|109.62
MarketDataEv|MARKET|950000000|000034.SZSE|143.14|140.71
MarketDataEv|MARKET|950000000|000035.SZSE|22.39|22.78
MarketDataEv|MARKET|950000000|000036.SZSE|194.83|195.03
MarketDataEv|MARKET|950000000|000037.SZSE|61.07|60.65
MarketDataEv|MARKET|950000000|000038.SZSE|110.75|111.77
MarketDataEv|MARKET|950000000|000039.SZSE|87.31|87.12
MarketDataEv|MARKET|950000000|000040.SZSE|170.69|169.58
MarketDataEv|MARKET|950000000|000041.SZSE|126.13|125.03
MarketDataEv|MARKET|950000000|000042.SZSE|11.60|11.47
MarketDataEv|MARKET|950000000|000043.SZSE|21.20|20.83
MarketDataEv|MARKET|950000000|000044.SZSE|191.63|187.99
MarketDataEv|MARKET|950000000|000045.SZSE|135.43|137.66
MarketDataEv|MARKET|950000000|000046.SZSE|51.06|51.51
MarketDataEv|MARKET|950000000|000047.SZSE|97.34|96.22
MarketDataEv|MARKET|950000000|000048.SZSE|75.87|75.48
MarketDataEv|MARKET|950000000|000049.SZSE|149.79|149.77
MarketDataEv|MARKET|950000000|000050.SZSE|185.17|187.66
MarketDataEv|MARKET|960000000|000001.SSE|156.31|155.96
MarketDataEv|MARKET|960000000|000002.SSE|192.30|192.89
MarketDataEv|MARKET|960000000|000003.SSE|165.56|164.13
MarketDataEv|MARKET|960000000|000004.SSE|188.48|185.08
MarketDataEv|MARKET|960000000|000005.SSE|27.92|28.17
MarketDataEv|MARKET|960000000|000006.SSE|46.39|46.38
MarketDataEv|MARKET|960000000|000007.SSE|127.82|125.76
MarketDataEv|MARKET|960000000|000008.SSE|119.72|120.67
MarketDataEv|MARKET|960000000|000009.SSE|77.14|77.24
MarketDataEv|MARKET|960000000|000010.SSE|33.34|32.98
MarketDataEv|MARKET|960000000|000011.SSE|46.32|47.10
MarketDataEv|MARKET|960000000|000012.SSE|100.16|99.05
MarketDataEv|MARKET|960000000|000013.SSE|51.50|50.94
MarketDataEv|MARKET|960000000|000014.SSE|81.19|80.19
MarketDataEv|MARKET|960000000|000015.SSE|99.97|101.90
MarketDataEv|MARKET|960000000|000016.SSE|153.06|155.50
MarketDataEv|MARKET|960000000|000017.SSE|129.72|129.76
MarketDataEv|MARKET|960000000|000018.SSE|95.29|95.56
MarketDataEv|MARKET|960000000|000019.SSE|97.10|98.89
MarketDataEv|MARKET|960000000|000020.SSE|82.92|84.16
MarketDataEv|MARKET|960000000|000021.SSE|111.87|113.17
MarketDataEv|MARKET|960000000|000022.SSE|145.10|142.88
MarketDataEv|MARKET|960000000|000023.SSE|166.05|166.55
MarketDataEv|MARKET|960000000|000024.SSE|173.06|172.12
MarketDataEv|MARKET|960000000|000025.SSE|130.75|133.13
MarketDataEv|MARKET|960000000|000026.SSE|26.94|27.33
MarketDataEv|MARKET|960000000|000027.SSE|102.39|101.98
MarketDataEv|MARKET|960000000|000028.SSE|56.51|56.47
MarketDataEv|MARKET|960000000|000029.SSE|27.91|28.28
MarketDataEv|MARKET|960000000|000030.SSE|125.68|123.94
MarketDataEv|MARKET|960000000|000031.SSE|100.68|100.79
MarketDataEv|MARKET|960000000|000032.SSE|99.22|101.06
MarketDataEv|MARKET|960000000|000033.SSE|65.51|66.37
MarketDataEv|MARKET|960000000|000034.SSE|124.24|124.78
MarketDataEv|MARKET|960000000|000035.SSE|94.30|94.46
MarketDataEv|MARKET|960000000|000036.SSE|150.20|152.56
MarketDataEv|MARKET|960000000|000037.SSE|77.38|76.73
MarketDataEv|MARKET|960000000|000038.SSE|201.83|201.95
MarketDataEv|MARKET|960000000|000039.SSE|103.02|102.22
MarketDataEv|MARKET|960000000|000040.SSE|120.22|121.40
MarketDataEv|MARKET|960000000|000041.SSE|15.20|15.25
MarketDataEv|MARKET|960000000|000042.SSE|52.70|51.92
MarketDataEv|MARKET|960000000|000043.SSE|30.64|30.92
MarketDataEv|MARKET|960000000|000044.SSE|148.63|147.50
MarketDataEv|MARKET|960000000|000045.SSE|23.02|23.23
MarketDataEv|MARKET|960000000|000046.SSE|140.33|141.24
MarketDataEv|MARKET|960000000|000047.SSE|130.78|129.93
MarketDataEv|MARKET|960000000|000048.SSE|72.87|72.06
MarketDataEv|MARKET|960000000|000049.SSE|88.35|90.13
MarketDataEv|MARKET|960000000|000050.SSE|174.70|172.25
MarketDataEv|MARKET|960000000|000001.SZSE|50.40|50.61
MarketDataEv|MARKET|960000000|000002.SZSE|41.26|40.54
MarketDataEv|MARKET|960000000|000003.SZSE|170.07|170.10
MarketDataEv|MARKET|960000000|000004.SZSE|68.27|69.61
MarketDataEv|MARKET|960000000|000005.SZSE|93.94|94.09
MarketDataEv|MARKET|960000000|000006.SZSE|40.52|40.93
MarketDataEv|MARKET|960000000|000007.SZSE|12.03|11.84
MarketDataEv|MARKET|960000000|000008.SZSE|106.34|108.28
MarketDataEv|MARKET|960000000|000009.SZSE|162.86|163.47
MarketDataEv|MARKET|960000000|000010.SZSE|178.57|177.48
MarketDataEv|MARKET|960000000|000011.SZSE|131.81|130.19
MarketDataEv|MARKET|960000000|000012.SZSE|91.05|89.79
MarketDataEv|MARKET|960000000|000013.SZSE|117.90|118.57
MarketDataEv|MARKET|960000000|000014.SZSE|189.87|186.62
MarketDataEv|MARKET|960000000|000015.SZSE|142.79|140.55
MarketDataEv|MARKET|960000000|000016.SZSE|189.90|188.24
MarketDataEv|MARKET|960000000|000017.SZSE|87.56|86.46
MarketDataEv|MARKET|960000000|000018.SZSE|56.62|57.42
MarketDataEv|MARKET|960000000|000019.SZSE|116.46|117.95
MarketDataEv|MARKET|960000000|000020.SZSE|113.44|111.31
MarketDataEv|MARKET|960000000|000021.SZSE|11.19|11.14
MarketDataEv|MARKET|960000000|000022.SZSE|51.97|52.29
MarketDataEv|MARKET|960000000|000023.SZSE|186.07|185.35
MarketDataEv|MARKET|960000000|000024.SZSE|103.96|103.63
MarketDataEv|MARKET|960000000|000025.SZSE|65.97|67.19
MarketDataEv|MARKET|960000000|000026.SZSE|31.91|31.54
MarketDataEv|MARKET|960000000|000027.SZSE|134.78|136.09
MarketDataEv|MARKET|960000000|000028.SZSE|47.24|46.99
MarketDataEv|MARKET|960000000|000029.SZSE|183.71|181.59
MarketDataEv|MARKET|960000000|000030.SZSE|84.51|84.13
MarketDataEv|MARKET|960000000|000031.SZSE|141.65|140.40
MarketDataEv|MARKET|960000000|000032.SZSE|177.65|175.38
MarketDataEv|MARKET|960000000|000033.SZSE|46.90|46.96
MarketDataEv|MARKET|960000000|000034.SZSE|68.16|68.10
MarketDataEv|MARKET|960000000|000035.SZSE|157.47|156.98
MarketDataEv|MARKET|960000000|000036.SZSE|173.93|173.63
MarketDataEv|MARKET|960000000|000037.SZSE|9.65|9.82
MarketDataEv|MARKET|960000000|000038.SZSE|205.14|202.00
MarketDataEv|MARKET|960000000|000039.SZSE|84.35|83.48
MarketDataEv|MARKET|960000000|000040.SZSE|81.10|81.82
MarketDataEv|MARKET|960000000|000041.SZSE|172.55|173.13
MarketDataEv|MARKET|960000000|000042.SZSE|191.25|187.92
MarketDataEv|MARKET|960000000|000043.SZSE|106.81|106.58
MarketDataEv|MARKET|960000000|000044.SZSE|196.05|195.91
MarketDataEv|MARKET|960000000|000045.SZSE|96.64|96.40
MarketDataEv|MARKET|960000000|000046.SZSE|51.43|50.93
MarketDataEv|MARKET|960000000|000047.SZSE|137.58|136.61
MarketDataEv|MARKET|960000000|000048.SZSE|134.96|135.92
MarketDataEv|MARKET|960000000|000049.SZSE|191.41|190.48
MarketDataEv|MARKET|960000000|000050.SZSE|35.12|34.71
MarketDataEv|MARKET|970000000|000001.SSE|155.51|157.32
MarketDataEv|MARKET|970000000|000002.SSE|187.22|188.73
MarketDataEv|MARKET|970000000|000003.SSE|45.57|45.06
MarketDataEv|MARKET|970000000|000004.SSE|41.08|41.43
MarketDataEv|MARKET|970000000|000005.SSE|113.05|114.62
MarketDataEv|MARKET|970000000|000006.SSE|29.49|29.16
MarketDataEv|MARKET|970000000|000007.SSE|103.47|102.62
MarketDataEv|MARKET|970000000|000008.SSE|112.34|113.17
MarketDataEv|MARKET|970000000|000009.SSE|13.67|13.59
MarketDataEv|MARKET|970000000|000010.SSE|20.20|20.58
MarketDataEv|MARKET|970000000|000011.SSE|59.39|59.73
MarketDataEv|MARKET|970000000|000012.SSE|179.66|182.44
MarketDataEv|MARKET|970000000|000013.SSE|155.23|156.00
MarketDataEv|MARKET|970000000|000014.SSE|97.35|98.73
MarketDataEv|MARKET|970000000|000015.SSE|162.32|161.94
MarketDataEv|MARKET|970000000|000016.SSE|17.90|17.86
MarketDataEv|MARKET|970000000|000017.SSE|133.43|131.09
MarketDataEv|MARKET|970000000|000018.SSE|43.96|43.86
MarketDataEv|MARKET|970000000|000019.SSE|200.60|203.97
MarketDataEv|MARKET|970000000|000020.SSE|148.10|149.43
MarketDataEv|MARKET|970000000|000021.SSE|184.70|181.88
MarketDataEv|MARKET|970000000|000022.SSE|33.09|33.54
MarketDataEv|MARKET|970000000|000023.SSE|34.87|34.91
MarketDataEv|MARKET|970000000|000024.SSE|45.57|44.99
MarketDataEv|MARKET|970000000|000025.SSE|74.21|72.95
MarketDataEv|MARKET|970000000|000026.SSE|57.86|58.50
MarketDataEv|MARKET|970000000|000027.SSE|21.93|21.64
MarketDataEv|MARKET|970000000|000028.SSE|51.33|51.06
MarketDataEv|MARKET|970000000|000029.SSE|151.58|153.39
