event|alphaid|time|ticker|realtime_pos|realtime_long_pos|realtime_short_pos|realtime_avail_shot_vol
VposResEv|PM_001BUCS|930000000|000021.SSE|21695|21695|0|21695
VposResEv|PM_001BUCS|930000000|000021.SZSE|1813602|1813602|0|1813602
VposResEv|PM_001BUCS|930000000|000022.SSE|855260|855260|0|855260
VposResEv|PM_001BUCS|930000000|000022.SZSE|488607|488607|0|488607
VposResEv|PM_001BUCS|930000000|000023.SSE|2386354|2386354|0|2386354
VposResEv|PM_001BUCS|930000000|000023.SZSE|133612|133612|0|133612
VposResEv|PM_001BUCS|930000000|000024.SSE|801863|801863|0|801863
VposResEv|PM_001BUCS|930000000|000024.SZSE|444428|444428|0|444428
VposResEv|PM_001BUCS|930000000|000025.SSE|198|198|0|198
VposResEv|PM_001BUCS|930000000|000025.SZSE|134294|134294|0|134294
VposResEv|PM_001BUCS|930000000|000026.SSE|57171|57171|0|57171
VposResEv|PM_001BUCS|930000000|000026.SZSE|162634|162634|0|162634
VposResEv|PM_001BUCS|930000000|000027.SSE|389427|389427|0|389427
VposResEv|PM_001BUCS|930000000|000027.SZSE|201701|201701|0|201701
VposResEv|PM_001BUCS|930000000|000028.SSE|49905|49905|0|49905
VposResEv|PM_001BUCS|930000000|000028.SZSE|101379|101379|0|101379
VposResEv|PM_001BUCS|930000000|000029.SSE|37316|37316|0|37316
VposResEv|PM_001BUCS|930000000|000029.SZSE|20090|20090|0|20090
VposResEv|PM_001BUCS|930000000|000030.SSE|834724|834724|0|834724
VposResEv|PM_001BUCS|930000000|000030.SZSE|131322|131322|0|131322
VposResEv|PM_001BUCS|930000000|000031.SSE|213940|213940|0|213940
VposResEv|PM_001BUCS|930000000|000031.SZSE|190413|190413|0|190413
VposResEv|PM_001BUCS|930000000|000032.SSE|56566|56566|0|56566
VposResEv|PM_001BUCS|930000000|000032.SZSE|157466|157466|0|157466
VposResEv|PM_001BUCS|930000000|000033.SSE|219299|219299|0|219299
VposResEv|PM_001BUCS|930000000|000033.SZSE|46117|46117|0|46117
VposResEv|PM_001BUCS|930000000|000034.SSE|1807793|1807793|0|1807793
VposResEv|PM_001BUCS|930000000|000034.SZSE|1477729|1477729|0|1477729
VposResEv|PM_001BUCS|930000000|000035.SSE|4142492|4142492|0|4142492
VposResEv|PM_001BUCS|930000000|000035.SZSE|39611|39611|0|39611
VposResEv|PM_001BUCS|930000000|000036.SSE|159919|159919|0|159919
VposResEv|PM_001BUCS|930000000|000037.SSE|309569|309569|0|309569
VposResEv|PM_001BUCS|930000000|000037.SZSE|1528377|1528377|0|1528377
VposResEv|PM_001BUCS|930000000|000039.SSE|184746|184746|0|184746
VposResEv|PM_001BUCS|930000000|000039.SZSE|73618|73618|0|73618
VposResEv|PM_001BUCS|930000000|000040.SSE|212203|212203|0|212203
VposResEv|PM_001BUCS|930000000|000041.SSE|78011|78011|0|78011
VposResEv|PM_001BUCS|930000000|000041.SZSE|586614|586614|0|586614
VposResEv|PM_001BUCS|930000000|000042.SSE|52674|52674|0|52674
VposResEv|PM_001BUCS|930000000|000042.SZSE|102892|102892|0|102892
VposResEv|PM_001BUCS|930000000|000043.SSE|54332|54332|0|54332
VposResEv|PM_001BUCS|930000000|000043.SZSE|202130|202130|0|202130
VposResEv|PM_001BUCS|930000000|000045.SSE|424941|424941|0|424941
VposResEv|PM_001BUCS|930000000|000046.SSE|2603480|2603480|0|2603480
VposResEv|PM_001BUCS|930000000|000046.SZSE|80085|80085|0|80085
VposResEv|PM_001BUCS|930000000|000047.SSE|249031|249031|0|249031
VposResEv|PM_001BUCS|930000000|000047.SZSE|16111854|16111854|0|16111854
VposResEv|PM_001BUCS|930000000|000048.SSE|3024599|3024599|0|3024599
VposResEv|PM_001BUCS|930000000|000048.SZSE|235981|235981|0|235981
VposResEv|PM_001BUCS|930000000|000049.SSE|26132|26132|0|26132
VposResEv|PM_001BUCS|930000000|000049.SZSE|685011|685011|0|685011
VposResEv|PM_001BUCS|930000000|000050.SSE|94409|94409|0|94409
VposResEv|PM_001BUCS|930000000|000050.SZSE|601270|601270|0|601270
VposResEv|PM_002BUCS|930000000|000001.SSE|7359|7359|0|7359
VposResEv|PM_002BUCS|930000000|000001.SZSE|657004|657004|0|657004
VposResEv|PM_002BUCS|930000000|000002.SSE|155259|155259|0|155259
VposResEv|PM_002BUCS|930000000|000002.SZSE|23266|23266|0|23266
VposResEv|PM_002BUCS|930000000|000003.SSE|196523|196523|0|196523
VposResEv|PM_002BUCS|930000000|000003.SZSE|276939|276939|0|276939
VposResEv|PM_002BUCS|930000000|000004.SZSE|276809|276809|0|276809
VposResEv|PM_002BUCS|930000000|000005.SSE|83043|83043|0|83043
VposResEv|PM_002BUCS|930000000|000005.SZSE|382940|382940|0|382940
VposResEv|PM_002BUCS|930000000|000006.SSE|212200|212200|0|212200
VposResEv|PM_002BUCS|930000000|000006.SZSE|543212|543212|0|543212
VposResEv|PM_002BUCS|930000000|000007.SSE|10364|10364|0|10364
VposResEv|PM_002BUCS|930000000|000007.SZSE|188870|188870|0|188870
VposResEv|PM_002BUCS|930000000|000008.SSE|10779|10779|0|10779
VposResEv|PM_002BUCS|930000000|000009.SSE|3435131|3435131|0|3435131
VposResEv|PM_002BUCS|930000000|000010.SSE|838205|838205|0|838205
VposResEv|PM_002BUCS|930000000|000010.SZSE|2119403|2119403|0|2119403
VposResEv|PM_002BUCS|930000000|000011.SSE|1197910|1197910|0|1197910
VposResEv|PM_002BUCS|930000000|000011.SZSE|208706|208706|0|208706
VposResEv|PM_002BUCS|930000000|000012.SSE|221269|221269|0|221269
VposResEv|PM_002BUCS|930000000|000012.SZSE|17646|17646|0|17646
VposResEv|PM_002BUCS|930000000|000013.SSE|2588217|2588217|0|2588217
VposResEv|PM_002BUCS|930000000|000013.SZSE|327350|327350|0|327350
VposResEv|PM_002BUCS|930000000|000014.SZSE|504195|504195|0|504195
VposResEv|PM_002BUCS|930000000|000015.SSE|66983|66983|0|66983
VposResEv|PM_002BUCS|930000000|000015.SZSE|25834|25834|0|25834
VposResEv|PM_002BUCS|930000000|000016.SSE|577751|577751|0|577751
VposResEv|PM_002BUCS|930000000|000016.SZSE|19303|19303|0|19303
VposResEv|PM_002BUCS|930000000|000017.SSE|131833|131833|0|131833
VposResEv|PM_002BUCS|930000000|000017.SZSE|414231|414231|0|414231
VposResEv|PM_002BUCS|930000000|000018.SSE|237912|237912|0|237912
VposResEv|PM_002BUCS|930000000|000018.SZSE|342880|342880|0|342880
VposResEv|PM_002BUCS|930000000|000019.SSE|23883|23883|0|23883
VposResEv|PM_002BUCS|930000000|000019.SZSE|803919|803919|0|803919
VposResEv|PM_002BUCS|930000000|000020.SSE|215227|215227|0|215227
VposResEv|PM_002BUCS|930000000|000020.SZSE|74096|74096|0|74096
VposResEv|PM_002BUCS|930000000|000021.SSE|21695|21695|0|21695
VposResEv|PM_002BUCS|930000000|000021.SZSE|1813602|1813602|0|1813602
VposResEv|PM_002BUCS|930000000|000022.SSE|855260|855260|0|855260
VposResEv|PM_002BUCS|930000000|000022.SZSE|488607|488607|0|488607
VposResEv|PM_002BUCS|930000000|000023.SSE|2386354|2386354|0|2386354
VposResEv|PM_002BUCS|930000000|000023.SZSE|133612|133612|0|133612
VposResEv|PM_002BUCS|930000000|000024.SSE|801863|801863|0|801863
VposResEv|PM_002BUCS|930000000|000024.SZSE|444428|444428|0|444428
VposResEv|PM_002BUCS|930000000|000025.SZSE|134294|134294|0|134294
VposResEv|PM_002BUCS|930000000|000026.SSE|57171|57171|0|57171
VposResEv|PM_002BUCS|930000000|000026.SZSE|162634|162634|0|162634
VposResEv|PM_002BUCS|930000000|000027.SSE|389427|389427|0|389427
VposResEv|PM_002BUCS|930000000|000027.SZSE|201701|201701|0|201701
VposResEv|PM_002BUCS|930000000|000028.SSE|49905|49905|0|49905
VposResEv|PM_002BUCS|930000000|000028.SZSE|101379|101379|0|101379
VposResEv|PM_002BUCS|930000000|000029.SSE|37316|37316|0|37316
VposResEv|PM_002BUCS|930000000|000029.SZSE|20090|20090|0|20090
VposResEv|PM_002BUCS|930000000|000030.SSE|834724|834724|0|834724
VposResEv|PM_002BUCS|930000000|000030.SZSE|131322|131322|0|131322
VposResEv|PM_002BUCS|930000000|000031.SSE|213940|213940|0|213940
VposResEv|PM_002BUCS|930000000|000031.SZSE|190413|190413|0|190413
VposResEv|PM_002BUCS|930000000|000032.SSE|56566|56566|0|56566
VposResEv|PM_002BUCS|930000000|000032.SZSE|157466|157466|0|157466
VposResEv|PM_002BUCS|930000000|000033.SSE|219299|219299|0|219299
VposResEv|PM_002BUCS|930000000|000033.SZSE|46117|46117|0|46117
VposResEv|PM_002BUCS|930000000|000034.SSE|1807793|1807793|0|1807793
VposResEv|PM_002BUCS|930000000|000034.SZSE|1477729|1477729|0|1477729
VposResEv|PM_002BUCS|930000000|000035.SSE|4142492|4142492|0|4142492
VposResEv|PM_002BUCS|930000000|000035.SZSE|39611|39611|0|39611
VposResEv|PM_002BUCS|930000000|000036.SSE|159919|159919|0|159919
VposResEv|PM_002BUCS|930000000|000037.SSE|309569|309569|0|309569
VposResEv|PM_002BUCS|930000000|000037.SZSE|1528377|1528377|0|1528377
VposResEv|PM_002BUCS|930000000|000039.SSE|184746|184746|0|184746
VposResEv|PM_002BUCS|930000000|000039.SZSE|73618|73618|0|73618
VposResEv|PM_002BUCS|930000000|000040.SSE|212203|212203|0|212203
VposResEv|PM_002BUCS|930000000|000041.SSE|78011|78011|0|78011
VposResEv|PM_002BUCS|930000000|000041.SZSE|586614|586614|0|586614
VposResEv|PM_002BUCS|930000000|000042.SSE|52674|52674|0|52674
VposResEv|PM_002BUCS|930000000|000042.SZSE|102892|102892|0|102892
VposResEv|PM_002BUCS|930000000|000043.SSE|54332|54332|0|54332
VposResEv|PM_002BUCS|930000000|000043.SZSE|202130|202130|0|202130
VposResEv|PM_002BUCS|930000000|000045.SSE|424941|424941|0|424941
VposResEv|PM_002BUCS|930000000|000045.SZSE|43925|43925|0|43925
VposResEv|PM_002BUCS|930000000|000046.SSE|2603480|2603480|0|2603480
VposResEv|PM_002BUCS|930000000|000046.SZSE|80085|80085|0|80085
VposResEv|PM_002BUCS|930000000|000047.SSE|249031|249031|0|249031
VposResEv|PM_002BUCS|930000000|000047.SZSE|16111854|16111854|0|16111854
VposResEv|PM_002BUCS|930000000|000048.SSE|3024599|3024599|0|3024599
VposResEv|PM_002BUCS|930000000|000048.SZSE|235981|235981|0|235981
VposResEv|PM_002BUCS|930000000|000049.SSE|26132|26132|0|26132
VposResEv|PM_002BUCS|930000000|000049.SZSE|685011|685011|0|685011
VposResEv|PM_002BUCS|930000000|000050.SSE|94409|94409|0|94409
VposResEv|PM_002BUCS|930000000|000050.SZSE|601270|601270|0|601270
VposResEv|PM_003BUCS|930000000|000001.SZSE|657004|657004|0|657004
VposResEv|PM_003BUCS|930000000|000002.SSE|155259|155259|0|155259
VposResEv|PM_003BUCS|930000000|000002.SZSE|23266|23266|0|23266
VposResEv|PM_003BUCS|930000000|000003.SSE|196523|196523|0|196523
VposResEv|PM_003BUCS|930000000|000003.SZSE|276939|276939|0|276939
VposResEv|PM_003BUCS|930000000|000004.SZSE|276809|276809|0|276809
VposResEv|PM_003BUCS|930000000|000005.SSE|83043|83043|0|83043
VposResEv|PM_003BUCS|930000000|000005.SZSE|382940|382940|0|382940
VposResEv|PM_003BUCS|930000000|000006.SSE|212200|212200|0|212200
VposResEv|PM_003BUCS|930000000|000006.SZSE|543212|543212|0|543212
VposResEv|PM_003BUCS|930000000|000007.SSE|10364|10364|0|10364
VposResEv|PM_003BUCS|930000000|000007.SZSE|188870|188870|0|188870
VposResEv|PM_003BUCS|930000000|000008.SSE|10779|10779|0|10779
VposResEv|PM_003BUCS|930000000|000009.SSE|3435131|3435131|0|3435131
VposResEv|PM_003BUCS|930000000|000009.SZSE|556|556|0|556
VposResEv|PM_003BUCS|930000000|000010.SSE|838205|838205|0|838205
VposResEv|PM_003BUCS|930000000|000010.SZSE|2119403|2119403|0|2119403
VposResEv|PM_003BUCS|930000000|000011.SSE|1197910|1197910|0|1197910
VposResEv|PM_003BUCS|930000000|000011.SZSE|208706|208706|0|208706
VposResEv|PM_003BUCS|930000000|000012.SSE|221269|221269|0|221269
VposResEv|PM_003BUCS|930000000|000012.SZSE|17646|17646|0|17646
VposResEv|PM_003BUCS|930000000|000013.SSE|2588217|2588217|0|2588217
VposResEv|PM_003BUCS|930000000|000013.SZSE|327350|327350|0|327350
VposResEv|PM_003BUCS|930000000|000014.SZSE|504195|504195|0|504195
VposResEv|PM_003BUCS|930000000|000015.SSE|66983|66983|0|66983
VposResEv|PM_003BUCS|930000000|000015.SZSE|25834|25834|0|25834
VposResEv|PM_003BUCS|930000000|000016.SSE|577751|577751|0|577751
VposResEv|PM_003BUCS|930000000|000016.SZSE|19303|19303|0|19303
VposResEv|PM_003BUCS|930000000|000017.SSE|131833|131833|0|131833
VposResEv|PM_003BUCS|930000000|000017.SZSE|414231|414231|0|414231
VposResEv|PM_003BUCS|930000000|000018.SSE|237912|237912|0|237912
VposResEv|PM_003BUCS|930000000|000018.SZSE|342880|342880|0|342880
VposResEv|PM_003BUCS|930000000|000019.SSE|23883|23883|0|23883
VposResEv|PM_003BUCS|930000000|000019.SZSE|803919|803919|0|803919
VposResEv|PM_003BUCS|930000000|000020.SSE|215227|215227|0|215227
VposResEv|PM_003BUCS|930000000|000020.SZSE|74096|74096|0|74096
VposResEv|PM_003BUCS|930000000|000021.SSE|21695|21695|0|21695
VposResEv|PM_003BUCS|930000000|000021.SZSE|1813602|1813602|0|1813602
VposResEv|PM_003BUCS|930000000|000022.SSE|855260|855260|0|855260
VposResEv|PM_003BUCS|930000000|000022.SZSE|488607|488607|0|488607
VposResEv|PM_003BUCS|930000000|000023.SSE|2386354|2386354|0|2386354
VposResEv|PM_003BUCS|930000000|000023.SZSE|133612|133612|0|133612
VposResEv|PM_003BUCS|930000000|000024.SSE|801863|801863|0|801863
VposResEv|PM_003BUCS|930000000|000024.SZSE|444428|444428|0|444428
VposResEv|PM_003BUCS|930000000|000025.SZSE|134294|134294|0|134294
VposResEv|PM_003BUCS|930000000|000026.SSE|57171|57171|0|57171
VposResEv|PM_003BUCS|930000000|000026.SZSE|162634|162634|0|162634
VposResEv|PM_003BUCS|930000000|000027.SSE|389427|389427|0|389427
VposResEv|PM_003BUCS|930000000|000027.SZSE|201701|201701|0|201701
VposResEv|PM_003BUCS|930000000|000028.SSE|49905|49905|0|49905
VposResEv|PM_003BUCS|930000000|000028.SZSE|101379|101379|0|101379
VposResEv|PM_003BUCS|930000000|000029.SSE|37316|37316|0|37316
VposResEv|PM_003BUCS|930000000|000029.SZSE|20090|20090|0|20090
VposResEv|PM_003BUCS|930000000|000030.SSE|834724|834724|0|834724
VposResEv|PM_003BUCS|930000000|000030.SZSE|131322|131322|0|131322
VposResEv|PM_003BUCS|930000000|000031.SSE|213940|213940|0|213940
VposResEv|PM_003BUCS|930000000|000031.SZSE|190413|190413|0|190413
VposResEv|PM_003BUCS|930000000|000032.SSE|56566|56566|0|56566
VposResEv|PM_003BUCS|930000000|000032.SZSE|157466|157466|0|157466
VposResEv|PM_003BUCS|930000000|000033.SSE|219299|219299|0|219299
VposResEv|PM_003BUCS|930000000|000033.SZSE|46117|46117|0|46117
VposResEv|PM_003BUCS|930000000|000034.SSE|1807793|1807793|0|1807793
VposResEv|PM_003BUCS|930000000|000034.SZSE|1477729|1477729|0|1477729
VposResEv|PM_003BUCS|930000000|000035.SSE|4142492|4142492|0|4142492
VposResEv|PM_003BUCS|930000000|000035.SZSE|39611|39611|0|39611
VposResEv|PM_003BUCS|930000000|000036.SSE|159919|159919|0|159919
VposResEv|PM_003BUCS|930000000|000037.SSE|309569|309569|0|309569
VposResEv|PM_003BUCS|930000000|000037.SZSE|1528377|1528377|0|1528377
VposResEv|PM_003BUCS|930000000|000039.SSE|184746|184746|0|184746
VposResEv|PM_003BUCS|930000000|000039.SZSE|73618|73618|0|73618
VposResEv|PM_003BUCS|930000000|000040.SSE|212203|212203|0|212203
VposResEv|PM_003BUCS|930000000|000041.SSE|78011|78011|0|78011
VposResEv|PM_003BUCS|930000000|000041.SZSE|586614|586614|0|586614
VposResEv|PM_003BUCS|930000000|000042.SSE|52674|52674|0|52674
VposResEv|PM_003BUCS|930000000|000042.SZSE|102892|102892|0|102892
VposResEv|PM_003BUCS|930000000|000043.SSE|54332|54332|0|54332
VposResEv|PM_003BUCS|930000000|000043.SZSE|202130|202130|0|202130
VposResEv|PM_003BUCS|930000000|000045.SSE|424941|424941|0|424941
VposResEv|PM_003BUCS|930000000|000045.SZSE|43925|43925|0|43925
VposResEv|PM_003BUCS|930000000|000046.SSE|2603480|2603480|0|2603480
VposResEv|PM_003BUCS|930000000|000046.SZSE|80085|80085|0|80085
VposResEv|PM_003BUCS|930000000|000047.SSE|249031|249031|0|249031
VposResEv|PM_003BUCS|930000000|000047.SZSE|16111854|16111854|0|16111854
VposResEv|PM_003BUCS|930000000|000048.SSE|3024599|3024599|0|3024599
VposResEv|PM_003BUCS|930000000|000048.SZSE|235981|235981|0|235981
VposResEv|PM_003BUCS|930000000|000049.SSE|26132|26132|0|26132
VposResEv|PM_003BUCS|930000000|000049.SZSE|685011|685011|0|685011
VposResEv|PM_003BUCS|930000000|000050.SSE|94409|94409|0|94409
VposResEv|PM_003BUCS|930000000|000050.SZSE|601270|601270|0|601270
VposResEv|PM_004BUCS|930000000|000001.SZSE|657004|657004|0|657004
VposResEv|PM_004BUCS|930000000|000002.SSE|155259|155259|0|155259
VposResEv|PM_004BUCS|930000000|000002.SZSE|23266|23266|0|23266
VposResEv|PM_004BUCS|930000000|000003.SSE|196523|196523|0|196523
VposResEv|PM_004BUCS|930000000|000003.SZSE|276939|276939|0|276939
VposResEv|PM_004BUCS|930000000|000004.SZSE|276809|276809|0|276809
VposResEv|PM_004BUCS|930000000|000005.SSE|83043|83043|0|83043
VposResEv|PM_004BUCS|930000000|000005.SZSE|382940|382940|0|382940
VposResEv|PM_004BUCS|930000000|000006.SSE|212200|212200|0|212200
VposResEv|PM_004BUCS|930000000|000006.SZSE|543212|543212|0|543212
VposResEv|PM_004BUCS|930000000|000007.SSE|10364|10364|0|10364
VposResEv|PM_004BUCS|930000000|000007.SZSE|188870|188870|0|188870
VposResEv|PM_004BUCS|930000000|000008.SSE|10779|10779|0|10779
VposResEv|PM_004BUCS|930000000|000009.SSE|3435131|3435131|0|3435131
VposResEv|PM_004BUCS|930000000|000010.SSE|838205|838205|0|838205
VposResEv|PM_004BUCS|930000000|000010.SZSE|2119403|2119403|0|2119403
VposResEv|PM_004BUCS|930000000|000011.SSE|1197910|1197910|0|1197910
VposResEv|PM_004BUCS|930000000|000011.SZSE|208706|208706|0|208706
VposResEv|PM_004BUCS|930000000|000012.SSE|221269|221269|0|221269
VposResEv|PM_004BUCS|930000000|000012.SZSE|17646|17646|0|17646
VposResEv|PM_004BUCS|930000000|000013.SSE|2588217|2588217|0|2588217
VposResEv|PM_004BUCS|930000000|000013.SZSE|327350|327350|0|327350
VposResEv|PM_004BUCS|930000000|000014.SZSE|504195|504195|0|504195
VposResEv|PM_004BUCS|930000000|000015.SSE|66983|66983|0|66983
VposResEv|PM_004BUCS|930000000|000015.SZSE|25834|25834|0|25834
VposResEv|PM_004BUCS|930000000|000016.SSE|577751|577751|0|577751
VposResEv|PM_004BUCS|930000000|000016.SZSE|19303|19303|0|19303
VposResEv|PM_004BUCS|930000000|000017.SSE|131833|131833|0|131833
VposResEv|PM_004BUCS|930000000|000017.SZSE|414231|414231|0|414231
VposResEv|PM_004BUCS|930000000|000018.SSE|237912|237912|0|237912
VposResEv|PM_004BUCS|930000000|000018.SZSE|342880|342880|0|342880
VposResEv|PM_004BUCS|930000000|000019.SSE|23883|23883|0|23883
VposResEv|PM_004BUCS|930000000|000019.SZSE|803919|803919|0|803919
VposResEv|PM_004BUCS|930000000|000020.SSE|215227|215227|0|215227
VposResEv|PM_004BUCS|930000000|000020.SZSE|74096|74096|0|74096
VposResEv|PM_004BUCS|930000000|000021.SSE|21695|21695|0|21695
VposResEv|PM_004BUCS|930000000|000021.SZSE|1813602|1813602|0|1813602
VposResEv|PM_004BUCS|930000000|000022.SSE|855260|855260|0|855260
VposResEv|PM_004BUCS|930000000|000022.SZSE|488607|488607|0|488607
VposResEv|PM_004BUCS|930000000|000023.SSE|2386354|2386354|0|2386354
VposResEv|PM_004BUCS|930000000|000023.SZSE|133612|133612|0|133612
VposResEv|PM_004BUCS|930000000|000024.SSE|801863|801863|0|801863
VposResEv|PM_004BUCS|930000000|000024.SZSE|444428|444428|0|444428
VposResEv|PM_004BUCS|930000000|000025.SZSE|134294|134294|0|134294
VposResEv|PM_004BUCS|930000000|000026.SSE|57171|57171|0|57171
VposResEv|PM_004BUCS|930000000|000026.SZSE|162634|162634|0|162634
VposResEv|PM_004BUCS|930000000|000027.SSE|389427|389427|0|389427
VposResEv|PM_004BUCS|930000000|000027.SZSE|201701|201701|0|201701
VposResEv|PM_004BUCS|930000000|000028.SSE|49905|49905|0|49905
VposResEv|PM_004BUCS|930000000|000028.SZSE|101379|101379|0|101379
VposResEv|PM_004BUCS|930000000|000029.SSE|37316|37316|0|37316
VposResEv|PM_004BUCS|930000000|000029.SZSE|20090|20090|0|20090
VposResEv|PM_004BUCS|930000000|000030.SSE|834724|834724|0|834724
VposResEv|PM_004BUCS|930000000|000030.SZSE|131322|131322|0|131322
VposResEv|PM_004BUCS|930000000|000031.SSE|213940|213940|0|213940
VposResEv|PM_004BUCS|930000000|000031.SZSE|190413|190413|0|190413
VposResEv|PM_004BUCS|930000000|000032.SSE|56566|56566|0|56566
VposResEv|PM_004BUCS|930000000|000032.SZSE|157466|157466|0|157466
VposResEv|PM_004BUCS|930000000|000033.SSE|219299|219299|0|219299
VposResEv|PM_004BUCS|930000000|000033.SZSE|46117|46117|0|46117
VposResEv|PM_004BUCS|930000000|000034.SSE|1807793|1807793|0|1807793
VposResEv|PM_004BUCS|930000000|000034.SZSE|1477729|1477729|0|1477729
VposResEv|PM_004BUCS|930000000|000035.SSE|4142492|4142492|0|4142492
VposResEv|PM_004BUCS|930000000|000035.SZSE|39611|39611|0|39611
VposResEv|PM_004BUCS|930000000|000036.SSE|159919|159919|0|159919
VposResEv|PM_004BUCS|930000000|000037.SSE|309569|309569|0|309569
VposResEv|PM_004BUCS|930000000|000037.SZSE|1528377|1528377|0|1528377
VposResEv|PM_004BUCS|930000000|000038.SZSE|33111|33111|0|33111
VposResEv|PM_004BUCS|930000000|000039.SSE|184746|184746|0|184746
VposResEv|PM_004BUCS|930000000|000039.SZSE|73618|73618|0|73618
VposResEv|PM_004BUCS|930000000|000040.SSE|212203|212203|0|212203
VposResEv|PM_004BUCS|930000000|000041.SSE|78011|78011|0|78011
VposResEv|PM_004BUCS|930000000|000041.SZSE|586614|586614|0|586614
VposResEv|PM_004BUCS|930000000|000042.SSE|52674|52674|0|52674
VposResEv|PM_004BUCS|930000000|000042.SZSE|102892|102892|0|102892
VposResEv|PM_004BUCS|930000000|000043.SSE|54332|54332|0|54332
VposResEv|PM_004BUCS|930000000|000043.SZSE|202130|202130|0|202130
VposResEv|PM_004BUCS|930000000|000045.SSE|424941|424941|0|424941
VposResEv|PM_004BUCS|930000000|000046.SSE|2603480|2603480|0|2603480
VposResEv|PM_004BUCS|930000000|000046.SZSE|80085|80085|0|80085
VposResEv|PM_004BUCS|930000000|000047.SSE|249031|249031|0|249031
VposResEv|PM_004BUCS|930000000|000047.SZSE|16111854|16111854|0|16111854
VposResEv|PM_004BUCS|930000000|000048.SSE|3024599|3024599|0|3024599
VposResEv|PM_004BUCS|930000000|000048.SZSE|235981|235981|0|235981
VposResEv|PM_004BUCS|930000000|000049.SSE|26132|26132|0|26132
VposResEv|PM_004BUCS|930000000|000049.SZSE|685011|685011|0|685011
VposResEv|PM_004BUCS|930000000|000050.SSE|94409|94409|0|94409
VposResEv|PM_004BUCS|930000000|000050.SZSE|601270|601270|0|601270
VposResEv|PM_005BUCS|930000000|000001.SZSE|657004|657004|0|657004
VposResEv|PM_005BUCS|930000000|000002.SSE|155259|155259|0|155259
VposResEv|PM_005BUCS|930000000|000002.SZSE|23266|23266|0|23266
VposResEv|PM_005BUCS|930000000|000003.SSE|196523|196523|0|196523
VposResEv|PM_005BUCS|930000000|000003.SZSE|276939|276939|0|276939
VposResEv|PM_005BUCS|930000000|000004.SSE|347581|347581|0|347581
VposResEv|PM_005BUCS|930000000|000004.SZSE|276809|276809|0|276809
VposResEv|PM_005BUCS|930000000|000005.SSE|83043|83043|0|83043
VposResEv|PM_005BUCS|930000000|000005.SZSE|382940|382940|0|382940
VposResEv|PM_005BUCS|930000000|000006.SSE|212200|212200|0|212200
VposResEv|PM_005BUCS|930000000|000006.SZSE|543212|543212|0|543212
